part_number,manufacturer,condition,price,quantity,status,description
GS1005HP-EU0101F,ZyXEL,NEW,42.81,17,ON-SITE,Zyxel GS1005HP Unmanaged Gigabit Ethernet (10/100/1000) Power over Ethernet (PoE) Silver
GS1100-24E-EU0104F,ZyXEL,NEW,65.6,13,ON-SITE,Switch Zyxel GS1100-24E 24p Unmanaged Gigabit (GS1100-24E-EU0104F)
GS108LP-100EUS,NETGEAR,NEW,89.89,10,ON-SITE,NETGEAR GS108LP Unmanaged Gigabit Ethernet (10/100/1000) Power over Ethernet (PoE) 1U Black Grey
GS1100-16E-EU0101F,ZyXEL,NEW,55.08,10,ON-SITE,Zyxel GS1100-16 Unmanaged Gigabit Ethernet (10/100/1000) Black
GS324-200EUS,NETGEAR,NEW,89.5,10,ON-SITE,NETGEAR GS324 Unmanaged Gigabit Ethernet (10/100/1000) Black
GS308-300PES,NETGEAR,NEW,23.37,9,ON-SITE,NETGEAR GS308-300PES network switch Unmanaged L2 Gigabit Ethernet (10/100/1000) Black
GS305E-100PES,NETGEAR,NEW,23.3,9,ON-SITE,NETGEAR GS305E Managed Gigabit Ethernet (10/100/1000) Black
GS305P-300EUS,NETGEAR,NEW,60.43,7,ON-SITE,NETGEAR GS305Pv3 Unmanaged Gigabit Ethernet (10/100/1000) Power over Ethernet (PoE) Black
GS116PP-100EUS,NETGEAR,NEW,191.18,7,ON-SITE,NETGEAR GS116PP Unmanaged Gigabit Ethernet (10/100/1000) Power over Ethernet (PoE) Black
GS1100-16-EU0104F,ZyXEL,NEW,54.16,7,ON-SITE,Zyxel GS1100-16 16-port Unmanaged Gigabit Switch (GS1100-16-EU0104F)
GS316EP-100PES,NETGEAR,NEW,231.82,6,ON-SITE,NETGEAR GS316EP Managed Gigabit Ethernet (10/100/1000) Power over Ethernet (PoE) Black
GS308EP-100PES,NETGEAR,NEW,92.79,6,ON-SITE,NETGEAR 8-Port Gigabit Ethernet PoE+ Plus Switch (GS308EP) Managed L2/L3 Gigabit Ethernet (10/100/1000) Power over Ethernet (PoE) Black
GS116LP-100EUS,NETGEAR,NEW,158.04,5,ON-SITE,NETGEAR GS116LP Unmanaged Gigabit Ethernet (10/100/1000) Power over Ethernet (PoE) Black
XMG-105-ZZ0101F,ZyXEL,NEW,73.08,5,ON-SITE,Zyxel XMG-105 Unmanaged 2.5G Ethernet (100/1000/2500) Grey
GS1100-10HP-EU0102F,ZyXEL,NEW,119.72,4,ON-SITE,Zyxel GS1100-10HP v2 Unmanaged Gigabit Ethernet (10/100/1000) Power over Ethernet (PoE) Black
GS316P-100EUS,NETGEAR,NEW,171.88,4,ON-SITE,NETGEAR GS316P Unmanaged Gigabit Ethernet (10/100/1000) Power over Ethernet (PoE) Black
GS1008HP-EU0101F,ZyXEL,NEW,62.73,3,ON-SITE,Zyxel GS1008HP Unmanaged Gigabit Ethernet (10/100/1000) Power over Ethernet (PoE) Grey
GS108PP-100EUS,NETGEAR,NEW,103.67,3,ON-SITE,NETGEAR GS108PP Unmanaged Gigabit Ethernet (10/100/1000) Power over Ethernet (PoE) Black
GS1100-16EP-EU0101F,ZyXEL,NEW,118.61,1,ON-SITE,Switch Zyxel GS1100-16EP-EU0101F 16p PoE 135W (PoE+:16;) Unmanaged Fanless Slim
GS116-300EUS,NETGEAR,NEW,75.05,1,ON-SITE,NETGEAR GS116 Unmanaged L2 Gigabit Ethernet (10/100/1000) Black
USW-Flex-2.5G-5,UBIQUITI,NEW,51.27,145,ON-SITE,Ubiquiti UniFi Flex Mini 2.5G Managed 2.5G Ethernet (100/1000/2500) Power over Ethernet (PoE) Desktop White
USW-Lite-16-PoE,UBIQUITI,NEW,200.98,107,ON-SITE,Ubiquiti UniFi Switch Lite 16 PoE L2 Gigabit Ethernet (10/100/1000) Power over Ethernet (PoE) White
USW-Ultra,UBIQUITI,NEW,99.16,75,ON-SITE,Ubiquiti Ultra Managed L2 Gigabit Ethernet (10/100/1000) Power over Ethernet (PoE) White
GS1200-8V3-EU0101F,ZyXEL,NEW,22.52,61,ON-SITE,Zyxel GS1200-8V3 Managed L2 Gigabit Ethernet (10/100/1000) Desktop Grey
USW-Flex-Mini,UBIQUITI,NEW,28.31,54,ON-SITE,Ubiquiti UniFi USW Flex Mini 5P (10/100/1000) PoE managed switch
USW-Flex-2.5G-8,UBIQUITI,NEW,156.83,51,ON-SITE,Ubiquiti UniFi Flex 2.5G Managed L2 2.5G Ethernet (100/1000/2500) Desktop/Wall-Mounting White
GS1200-5V3-EU0101F,ZyXEL,NEW,16.55,46,ON-SITE,Zyxel GS1200-5V3 Managed L2 Gigabit Ethernet (10/100/1000) Desktop Grey
USW-Pro-8-PoE,UBIQUITI,NEW,297.84,42,ON-SITE,Ubiquiti UniFi USW-PRO-8-POE network switch Managed L2/L3 Gigabit Ethernet (10/100/1000) Power over Ethernet (PoE) 1U White
USW-Flex,UBIQUITI,NEW,99.22,41,ON-SITE,Ubiquiti UniFi USW-FLEX Managed L2 Gigabit Ethernet (10/100/1000) Power over Ethernet (PoE) White
USW-48-POE,UBIQUITI,NEW,584.72,39,ON-SITE,Ubiquiti UniFi USW-48-POE network switch Managed L2 Gigabit Ethernet (10/100/1000) Power over Ethernet (PoE) 1U Stainless steel
USW-Pro-Max-48,UBIQUITI,NEW,638.19,39,ON-SITE,Ubiquiti Pro Max 48 L3 2.5G Ethernet (100/1000/2500) 1U Grey
CSS106-1G-4P-1S,MikroTik,NEW,42.48,33,ON-SITE,Mikrotik CSS106-1G-4P-1S network switch Gigabit Ethernet (10/100/1000) Power over Ethernet (PoE) White
USW-Ultra-60W,UBIQUITI,NEW,141.29,27,ON-SITE,Ubiquiti Ultra 60W Managed L2 Gigabit Ethernet (10/100/1000) Power over Ethernet (PoE) White
USW-24,UBIQUITI,NEW,227.02,25,ON-SITE,Ubiquiti UniFi USW-24 network switch Managed L2 Gigabit Ethernet (10/100/1000) Silver
GS108T-300PES,NETGEAR,NEW,72.05,24,ON-SITE,NETGEAR GS108T Managed L2 Gigabit Ethernet (10/100/1000) Grey
GS1200-5HPV3-EU0101F,ZyXEL,NEW,44.09,21,ON-SITE,Zyxel GS1200-5HPV3 Managed L2 Gigabit Ethernet (10/100/1000) Power over Ethernet (PoE) Desktop Grey
GS1200-8HPV3-EU0101F,ZyXEL,NEW,47.02,20,ON-SITE,Zyxel GS1200-8HPV3 Managed L2 Gigabit Ethernet (10/100/1000) Power over Ethernet (PoE) Desktop Grey
USW-Pro-Max-16,UBIQUITI,NEW,274.92,18,ON-SITE,Ubiquiti Pro Max 16 L3 2.5G Ethernet (100/1000/2500) 1U Grey
USW-Ultra-210W,UBIQUITI,NEW,197.24,17,ON-SITE,Ubiquiti Ultra 210W Managed L2 Gigabit Ethernet (10/100/1000) Power over Ethernet (PoE) White
CSS318-16G-2S+IN,MikroTik,NEW,106.02,17,ON-SITE,Switch Mikrotik CSS318-16G-2S+IN
CRS326-24G-2S+RM,MikroTik,NEW,162.21,17,ON-SITE,Mikrotik CRS326-24G-2S+RM network switch Managed L2 Gigabit Ethernet (10/100/1000) Grey
GS1915-8-EU0101F,ZyXEL,NEW,62.93,14,ON-SITE,Zyxel GS1915-8 Managed L2 Gigabit Ethernet (10/100/1000) Black
GS110TP-300EUS,NETGEAR,NEW,139.99,14,ON-SITE,NETGEAR GS110TP Managed L2/L3/L4 Gigabit Ethernet (10/100/1000) Power over Ethernet (PoE) Grey
GS728TPP-300EUS,NETGEAR,NEW,428.84,14,ON-SITE,NETGEAR GS728TPP Managed L2/L3/L4 Gigabit Ethernet (10/100/1000) Power over Ethernet (PoE) Grey
USW-Pro-Max-16-PoE,UBIQUITI,NEW,389.97,13,ON-SITE,Ubiquiti Pro Max 16 PoE Managed L3 Gigabit Ethernet (10/100/1000) Power over Ethernet (PoE) Grey
USW-Pro-XG-10-PoE,UBIQUITI,NEW,698.7,13,ON-SITE,Ubiquiti UniFi Pro XG 10 PoE Managed L2/L3 10G Ethernet (100/1000/10000) Power over Ethernet (PoE) 1U Grey
ECS-Aggregation,UBIQUITI,NEW,4217.08,12,ON-SITE,Ubiquiti UniFi ECS-Aggregation Managed L2/L3 1U Grey
GS1900-8-EU0102F,ZyXEL,NEW,56.28,11,ON-SITE,Zyxel GS1900-8 Managed L2 Gigabit Ethernet (10/100/1000) Black
GS190024HPV2-EU0101F,ZyXEL,NEW,274.38,10,ON-SITE,Zyxel GS1900-24HP Managed Gigabit Ethernet (10/100/1000) 1U Black
USW-Pro-24-POE,UBIQUITI,NEW,685.09,10,ON-SITE,Ubiquiti UniFi Pro 24-Port PoE Managed L2/L3 Gigabit Ethernet (10/100/1000) Power over Ethernet (PoE) 1U Silver
USW-Aggregation,UBIQUITI,NEW,262.88,10,ON-SITE,Ubiquiti USW-AGGREGATION network switch Managed L2 1U Silver
USW-Pro-Max-24,UBIQUITI,NEW,440.22,10,ON-SITE,Ubiquiti Pro Max 24 L3 2.5G Ethernet (100/1000/2500) 1U Grey
USW-24-POE,UBIQUITI,NEW,375.01,9,ON-SITE,Ubiquiti UniFi 24-Port PoE Managed L2/L3 Gigabit Ethernet (10/100/1000) Power over Ethernet (PoE) 1U Silver
GS1900-8HP-EU0103F,ZyXEL,NEW,107.63,9,ON-SITE,Zyxel GS1900-8HP v3 PoE Managed L2 Gigabit Ethernet (10/100/1000) Power over Ethernet (PoE) Black
GS728TXP-300EUS,NETGEAR,NEW,446.6,9,ON-SITE,NETGEAR 28-Port PoE Gigabit/10G Stackable Smart Switch (GS728TXP)
GS728TP-300EUS,NETGEAR,NEW,331.04,9,ON-SITE,NETGEAR GS728TP Managed L2/L3/L4 Gigabit Ethernet (10/100/1000) Power over Ethernet (PoE) Grey
GS1900-10HP-EU0102F,ZyXEL,NEW,119.33,9,ON-SITE,Zyxel GS1900-10HP Managed L2 Gigabit Ethernet (10/100/1000) Power over Ethernet (PoE) Black
GS1200-10V3-EU0101F,ZyXEL,NEW,35.73,8,ON-SITE,Zyxel GS1200-10v3 Managed L2 Gigabit Ethernet (10/100/1000) Desktop Grey
CRS106-1C-5S,MikroTik,NEW,44.57,8,ON-SITE,Mikrotik CRS106-1C-5S network switch Gigabit Ethernet (10/100/1000) Power over Ethernet (PoE) White
GS752TP-300EUS,NETGEAR,NEW,589.38,8,ON-SITE,NETGEAR GS752TP Managed L2/L3/L4 Gigabit Ethernet (10/100/1000) Power over Ethernet (PoE) 1U Black
USW-16-POE,UBIQUITI,NEW,296.91,8,ON-SITE,Ubiquiti UniFi 16-Port PoE Managed L2/L3 Gigabit Ethernet (10/100/1000) Power over Ethernet (PoE) 1U Silver
USW-Pro-HD-24-PoE,UBIQUITI,NEW,980.67,7,ON-SITE,Ubiquiti UniFi Pro HD 24 PoE Managed L2/L3 2.5G Ethernet (100/1000/2500) Power over Ethernet (PoE) 1U Grey
CRS310-1G-5S-4S+IN,MikroTik,NEW,151.67,7,ON-SITE,Mikrotik CRS310-1G-5S-4S+IN network switch Managed L3 Power over Ethernet (PoE) 1U
CSS106-5G-1S,MikroTik,NEW,32.76,6,ON-SITE,Mikrotik RB260GS Gigabit Ethernet (10/100/1000) Power over Ethernet (PoE) White
CRS309-1G-8S+IN,MikroTik,NEW,207.25,6,ON-SITE,Mikrotik CRS309-1G-8S+ Managed Gigabit Ethernet (10/100/1000) Power over Ethernet (PoE) White
GS1920-48V2-EU0101F,ZyXEL,NEW,340.97,6,ON-SITE,Zyxel GS1920-48V2 Managed Gigabit Ethernet (10/100/1000) Black
GS724TP-300EUS,NETGEAR,NEW,308.74,6,ON-SITE,NETGEAR GS724TP Managed L2/L3/L4 Gigabit Ethernet (10/100/1000) Power over Ethernet (PoE) Blue
GS752TXP-300EUS,NETGEAR,NEW,749.23,6,ON-SITE,NETGEAR 52-Port PoE Gigabit/10G Stackable Smart Switch (GS752TXP)
GSM4210PD-100EUS,NETGEAR,NEW,716.09,6,ON-SITE,NETGEAR 8x1G PoE+ 110W 1x1G and 1xSFP Managed Switch
GS748T-600EUS,NETGEAR,NEW,455.6,6,ON-SITE,NETGEAR GS748Tv6 Managed L2/L3/L4 Gigabit Ethernet (10/100/1000) Black Grey
GS1900-48-EU0102F,ZyXEL,NEW,250.35,5,ON-SITE,Zyxel GS1900-48-EU0102F network switch L2 Gigabit Ethernet (10/100/1000) Black
GS192048HPV2-EU0101F,ZyXEL,NEW,625.88,5,ON-SITE,Zyxel GS1920-48HPV2 Managed Gigabit Ethernet (10/100/1000) Power over Ethernet (PoE) Black
GS1920-24V2-EU0101F,ZyXEL,NEW,204.35,5,ON-SITE,Zyxel GS1920-24V2 Managed Gigabit Ethernet (10/100/1000) Black
GS1350-18HP-EU0101F,ZyXEL,NEW,325.67,5,ON-SITE,Zyxel GS1350-18HP-EU0101F network switch Managed L2 Gigabit Ethernet (10/100/1000) Power over Ethernet (PoE) Grey
GS2220-28HP-EU0101F,ZyXEL,NEW,425.43,5,ON-SITE,Zyxel GS2220-28HP-EU0101F network switch Managed L2 Gigabit Ethernet (10/100/1000) Power over Ethernet (PoE) Black
XGS2220-54FP-EU0101F,ZyXEL,NEW,1391.72,5,ON-SITE,Zyxel XGS2220-54FP Managed L3 Gigabit Ethernet (10/100/1000) Power over Ethernet (PoE)
XGS1935-28-EU0101F,ZyXEL,NEW,210.33,4,ON-SITE,Zyxel XGS1935-28-EU0101F network switch Managed L2+/L3 Gigabit Ethernet (10/100/1000) 1U Black
GS2220-50-EU0101F,ZyXEL,NEW,482.09,4,ON-SITE,Zyxel GS2220-50-EU0101F network switch Managed L2 Gigabit Ethernet (10/100/1000) Black
XS1930-12HP-ZZ0101F,ZyXEL,NEW,603.46,4,ON-SITE,Zyxel XS1930-12HP-ZZ0101F network switch Managed L3 10G Ethernet (100/1000/10000) Power over Ethernet (PoE) Black
CRS354-48P-4S+2Q+RM,MikroTik,NEW,752.65,4,ON-SITE,Mikrotik CRS354-48P-4S+2Q+RM network switch Managed L3 Gigabit Ethernet (10/100/1000) Power over Ethernet (PoE) 1U
GS1900-24E-EU0103F,ZyXEL,NEW,93.21,4,ON-SITE,Zyxel GS1900-24E-EU0103F network switch Managed L2 Gigabit Ethernet (10/100/1000) 1U Black
USW-Pro-XG-24-PoE,UBIQUITI,NEW,1753.37,4,ON-SITE,Ubiquiti UniFi Pro XG 24 PoE Managed L2/L3 10G Ethernet (100/1000/10000) Power over Ethernet (PoE) 1U Grey
USW-Pro-Max-48-PoE,UBIQUITI,NEW,1265.05,4,ON-SITE,Ubiquiti USW-PRO-MAX-48-POE network switch L3 2.5G Ethernet (100/1000/2500) Power over Ethernet (PoE) Grey
USW-Pro-48-POE,UBIQUITI,NEW,1077.33,4,ON-SITE,Ubiquiti UniFi Pro 48-Port PoE Managed L2/L3 Gigabit Ethernet (10/100/1000) Power over Ethernet (PoE) 1U Silver
USW-Enterprise-8-PoE,UBIQUITI,NEW,465.59,4,ON-SITE,Ubiquiti UniFi Enterprise 8 PoE Managed L3 2.5G Ethernet (100/1000/2500) Power over Ethernet (PoE) Stainless steel
GS724T-600EUS,NETGEAR,NEW,214.54,4,ON-SITE,NETGEAR GS724Tv6 Managed Gigabit Switch (GS724T-600EUS) 26P
USW-Lite-8-PoE,UBIQUITI,NEW,108.76,3,ON-SITE,Ubiquiti UniFi Switch Lite 8 PoE Managed L2 Gigabit Ethernet (10/100/1000) Power over Ethernet (PoE) White
USW-48,UBIQUITI,NEW,402.02,3,ON-SITE,Ubiquiti UniFi USW-48 network switch Managed L2 Gigabit Ethernet (10/100/1000) Silver
USW-Enterprise-24-PoE,UBIQUITI,NEW,781.38,3,ON-SITE,Ubiquiti USW-ENTERPRISE-24-POE network switch Managed L3 Gigabit Ethernet (10/100/1000) Power over Ethernet (PoE) Silver
USW-Pro-XG-8-PoE,UBIQUITI,NEW,518.97,3,ON-SITE,Ubiquiti UniFi Pro XG 8 PoE Managed L2/L3 10G Ethernet (100/1000/10000) Power over Ethernet (PoE) Grey
GS1900-24-EU0102F,ZyXEL,NEW,127.62,3,ON-SITE,Zyxel GS-1900-24 v2 Managed L2 Gigabit Ethernet (10/100/1000) 1U Black
XGS1210-12-ZZ0102F,ZyXEL,NEW,140.87,3,ON-SITE,Zyxel XGS1210-12-ZZ0102F network switch Managed Gigabit Ethernet (10/100/1000) Grey
CRS328-24P-4S+RM,MikroTik,NEW,413.4,3,ON-SITE,MikroTik CRS328-24P-4S+RM 28P PoE (PoE+ 24) 10G managed gigabit switch
XGS2220-30HP-EU0101F,ZyXEL,NEW,588.97,3,ON-SITE,Zyxel XGS2220-30HP Managed L3 Gigabit Ethernet (10/100/1000) Power over Ethernet (PoE) Black
XS1935-12F-ZZ0101F,ZyXEL,NEW,399.91,3,ON-SITE,Switch Zyxel XS1935-12F 12p Managed Multigigabit/10G
XGS2220-54HP-EU0101F,ZyXEL,NEW,1160.01,2,ON-SITE,Zyxel XGS2220-54HP Managed L3 Gigabit Ethernet (10/100/1000) Power over Ethernet (PoE)
XGS1935-52-EU0101F,ZyXEL,NEW,353.05,2,ON-SITE,Zyxel XGS1935-52 Managed L2+/L3 Gigabit Ethernet (10/100/1000)
CRS320-8P-8B-4S+RM,MikroTik,NEW,411.29,2,ON-SITE,Mikrotik CRS320-8P-8B-4S+RM network switch Gigabit Ethernet (10/100/1000) Power over Ethernet (PoE)
GS1920-8HPV2-EU0101F,ZyXEL,NEW,190.01,2,ON-SITE,Zyxel GS1920-8HPV2 Managed Gigabit Ethernet (10/100/1000) Power over Ethernet (PoE) Black
XMG1915-18EP-EU0101F,ZyXEL,NEW,435.61,2,ON-SITE,Zyxel XMG1915-18EP Managed L2 2.5G Ethernet (100/1000/2500) Power over Ethernet (PoE)
USW-Pro-XG-Aggregation,UBIQUITI,NEW,2400.52,2,ON-SITE,Ubiquiti UniFi Pro XG Aggregation Managed L2/L3 1U Grey
USW-Pro-48,UBIQUITI,NEW,590.98,2,ON-SITE,Ubiquiti UniFi USW-PRO-48 network switch Managed L2/L3 Gigabit Ethernet (10/100/1000) 1U Silver
USW-Pro-Max-24-PoE,UBIQUITI,NEW,779.55,2,ON-SITE,Ubiquiti USW-Pro-Max-24-PoE L3 2.5G Ethernet (100/1000/2500) Power over Ethernet (PoE) Grey
GSM4352-100NES,NETGEAR,NEW,3911.83,2,ON-SITE,NETGEAR GSM4352 Managed L3 Gigabit Ethernet (10/100/1000) Power over Ethernet (PoE) 1U Black
GS324TP-200EUS,NETGEAR,NEW,331.54,2,ON-SITE,Switch Netgear GS310TP-200EUS 10p PoE 55W (PoE+: 8p) Managed Gigabit
XSM4216F-100EUS,NETGEAR,NEW,1432.6,2,ON-SITE,NETGEAR M4250-16XF Managed L2/L3 1U Black
GS752TPP-300EUS,NETGEAR,NEW,795.59,1,ON-SITE,NETGEAR GS752TPP Managed L2/L3/L4 Gigabit Ethernet (10/100/1000) Power over Ethernet (PoE) Grey
USW-EnterpriseXG-24,UBIQUITI,NEW,1118.03,1,ON-SITE,Ubiquiti UniFi Enterprise XG 24 Managed L3 10G Ethernet (100/1000/10000) Stainless steel
USW-Pro-HD-24,UBIQUITI,NEW,600.17,1,ON-SITE,Ubiquiti UniFi Pro HD 24 Managed L2/L3 2.5G Ethernet (100/1000/2500) 1U Grey
USW-Pro-XG-24,UBIQUITI,NEW,1086.47,1,ON-SITE,Ubiquiti UniFi Pro XG 24 Managed L2/L3 10G Ethernet (100/1000/10000) 1U Grey
GS1900-24EP-EU0101F,ZyXEL,NEW,239.79,1,ON-SITE,Zyxel GS1900-24EP Managed L2 Gigabit Ethernet (10/100/1000) Power over Ethernet (PoE) Black
ORO-RELAX ZEL XL,oromed,NEW,26.55,5,ON-SITE,Orthopaedic pillow ORO-RELAX ZEL XL
910-001356,Logitech,NEW,18.85,53,ON-SITE,Logitech Wireless Presenter R400
4XW1S62315,Lenovo,NEW,41.39,24,ON-SITE,Lenovo 4XW1S62315 wireless presenter Bluetooth/RF Black
KQIH0,Vention,NEW,11.45,13,ON-SITE,Vention presentation pointer with red laser
910-004861,Logitech,NEW,73.34,8,ON-SITE,Logitech Spotlight
KQJH0,Vention,NEW,23.04,7,ON-SITE,Vention presentation pointer with green laser
4XW1S62316,Lenovo,NEW,25.31,3,ON-SITE,Lenovo 4XW1S62316 remote control Bluetooth Universal Press buttons
910-005843,Logitech,NEW,26.21,2,ON-SITE,Logitech R500 Laser Presentation Remote
23333,Trust,NEW,16.37,2,ON-SITE,Trust Kazun - wireless presenter (grey)
251491,KETER,NEW,18.37,121,ON-SITE,TOOL ORGANISER STACK'N'ROLL KETER
PK008,ALANTEC,NEW,5.28,48,ON-SITE,Alantec PK008 cable organizer Cable box Wall Black
PK025CZA,ALANTEC,NEW,2.11,38,ON-SITE,Alantec PK025CZA cable tie mount Black Velcro 1 pc(s)
PK009,A-LAN,NEW,4.92,25,ON-SITE,Alantec PK009 cable organizer Wall Cable holder Black 1 pc(s)
PK048,ALANTEC,NEW,5.55,15,ON-SITE,Alantec PK048 1U 19 cable organizer with brushed grommet 5 plastic holders
UACC-Rack-Panel-Patch-Blank-24,UBIQUITI,NEW,30.4,40,ON-SITE,Ubiquiti UACC-Rack-Panel-Patch-Blank-24 Keystone panel
PK001,ALANTEC,NEW,28.63,24,ON-SITE,Alantec PK001 UTP cat.6 patch panel 24 LSA ports with 1U 19 shelf
PK020,A-LAN,NEW,12.41,15,ON-SITE,Alan PK020 patch panel 1U
PK-U5-1,Q-LANTEC,NEW,15.51,7,ON-SITE,Alantec PK-U5-1 patch panel 1U
PK-U6-1,Q-LANTEC,NEW,19.87,6,ON-SITE,Alantec PK-U6-1 patch panel
PK013,A-LAN,NEW,26.53,6,ON-SITE,Alantec PK013 patch panel 1U
FOP-1U-24SCS-C,ALANTEC,NEW,22.14,4,ON-SITE,Alantec FOP-1U-24SCS-C patch panel
PK040,ALANTEC,NEW,72.4,3,ON-SITE,Alantec PK040 Patch panel STP cat.6A 24 ports LSA 1U 19
FOP-1U-12SCS-C-P,A-LAN,NEW,26.21,1,ON-SITE,Alantec 12xSC simplex / 12xLC duplex 19 1U telescopic fibre optic patch panel with mounting accessories
SA-P-19-1U-350-4-C-02,ALANTEC,NEW,15.43,21,ON-SITE,Alantec SA-P-19-1U-350-4-C-02 Fixed shelf 19 1U depth 350mm black
SA-P-19-1U-650-4-C-02,ALANTEC,NEW,26.15,10,ON-SITE,Alantec SA-P-19-1U-650-4-C-02 Fixed shelf 19 1U depth 650mm black
SA-P-19-1U-550-4-C-02,ALANTEC,NEW,23.3,3,ON-SITE,Alantec SA-P-19-1U-550-4-C-02 Fixed shelf 19 1U depth 550mm black
U-Rack-6U-TL,UBIQUITI,NEW,306.03,2,ON-SITE,Ubiquiti U-Rack-6U-TL Rack base
SW-9U-600-450-01-SF,A-LAN,NEW,81.79,10,ON-SITE,ALANTEC Racking cabinet 19 9U 600x450 Grey FLAT PACK
SW-6U-600-450-01-SF,A-LAN,NEW,68.06,9,ON-SITE,ALANTEC Racking cabinet 19 6U 600x450 Grey FLAT PACK
SW-4U-600-450-01-SA,A-LAN,NEW,68.68,4,ON-SITE,ALANTEC 19 4U 600x450 wall-mounted cabinet grey
SW-6U-600-450-01-SA,A-LAN,NEW,81.43,3,ON-SITE,ALANTEC 19 6U 600x450 wall-mounted cabinet grey
SW-15U-600-450-N-DSJ-OP-RP-B-S,ALANTEC,NEW,132.58,2,ON-SITE,Q-LANTEC 19 15U wall-mounted rack 600x450 glass door grey
579800,No name,NEW,61.51,1,ON-SITE,Inateck KB09119-10_black 27.9 cm (11 ) Folio Black QWERTZ
MUWA3ZM/A,Apple,NEW,77.89,200,ON-SITE,Apple Pencil 3 (USB-C)
MXN43ZM/A,Apple,NEW,79.87,101,ON-SITE,Apple Pencil (2nd Generation) stylus pen 18.2 g White
GX81S07448,Lenovo,NEW,31.71,85,ON-SITE,Lenovo Yoga Pen P stylus pen 13.5 g Grey
ZG38C05190,Lenovo,NEW,35.22,28,ON-SITE,Lenovo Tab Pen Plus stylus pen 14 g Metallic
ZG38C06791,Lenovo,NEW,48.87,8,ON-SITE,Lenovo Tab Pen Pro stylus pen 17.6 g Metallic
25191,Trust,NEW,25.16,2,ON-SITE,Trust Kyna Active - stylus pen
H1060P,HUION,NEW,58.61,13,ON-SITE,HUION H1060P graphic tablet 5080 lpi 250 x 160 mm USB Black
Kamvas 16,HUION,NEW,372.23,12,ON-SITE,Huion Kamvas 16 NEW Gen.3 graphics tablet
H610X,HUION,NEW,54.51,10,ON-SITE,Huion Inspiroy H610X graphics tablet
L610,HUION,NEW,80.88,9,ON-SITE,Huion L610 FREGO M Black graphics tablet
GS2201,HUION,NEW,390.01,8,ON-SITE,Graphics tablet Huion Kamvas 22
Kamvas Pro 16,HUION,NEW,367.45,8,ON-SITE,HUION Kamvas Pro 16 graphic tablet 5080 lpi 344.16 x 193.59 mm USB Black
GS2202,HUION,NEW,449.3,6,ON-SITE,Graphics tablet Huion Kamvas 22 Plus
Kamvas 13,HUION,NEW,173.98,6,ON-SITE,HUION Kamvas 13 graphic tablet 5080 lpi 293.76 x 165.24 mm USB Black
H640P,HUION,NEW,25.71,6,ON-SITE,HUION H640P graphic tablet 5080 lpi 160 x 99 mm USB Black
6930444802127,HUION,NEW,623.72,5,ON-SITE,HUION Kamvas 24 Plus graphic tablet 5080 lpi 526 85 x 296 35 mm USB-C Black
HS610,HUION,NEW,68.36,4,ON-SITE,HUION HS610 graphic tablet 5080 lpi 254 x 158.8 mm USB Black
Kamvas Pro 12,HUION,NEW,282.18,3,ON-SITE,HUION KAMVAS PRO 12 TABLET
Pro 13 2.5K,HUION,NEW,316.55,3,ON-SITE,HUION KAMVAS PRO 13 2.5K GRAPHICS TABLET
PRO 19,HUION,NEW,735.61,3,ON-SITE,Huion Kamvas Pro 19 graphics tablet
Q630M,HUION,NEW,120.47,2,ON-SITE,Huion Q630M graphics tablet
Kamvas 13 Violet,HUION,NEW,195.36,2,ON-SITE,HUION Kamvas 13 graphic tablet Violet 5080 lpi 293.76 x 165.24 mm USB
Inspiroy 2L Black,HUION,NEW,74,1,ON-SITE,Inspiroy 2L Black graphics tablet
H580X,HUION,NEW,39.25,1,ON-SITE,Huion Inspiroy H580X graphics tablet
ZG38C06985,Lenovo,NEW,31.8,99,ON-SITE,Lenovo Idea Tab Folio Case 27.9 cm (11 ) Grey
ZG38C07423,Lenovo,NEW,31.82,30,ON-SITE,Lenovo Folio Case For Idea Tab Plus 30.7 cm (12.1 ) Black
ZG38C07677,Lenovo,NEW,31.76,20,ON-SITE,Lenovo Folio Case for Yoga Tab 28.2 cm (11.1 )
ZG38C07500,Lenovo,NEW,78.3,20,ON-SITE,Lenovo ACC Idea Tab Plus Folio KB LG(US-EN1)
ZG38C06921,Lenovo,NEW,20.97,20,ON-SITE,Lenovo Folio Case for Tab One 22.1 cm (8.7 ) Green
ZG38C05989,Lenovo,NEW,27,18,ON-SITE,Lenovo ZG38C05989 tablet case 32.3 cm (12.7 ) Folio Green
4X40H57287,Lenovo,NEW,22.71,3,ON-SITE,Lenovo 4X40H57287 laptop case 35.8 cm (14.1 ) Briefcase Black
SM-X236BZAREUE,Samsung,NEW,244.51,200,ON-SITE,Samsung Galaxy Tab A11+ 5G 128 GB 27.9 cm (11 ) 6 GB Wi-Fi 5 (802.11ac) Grey
SM-X406BZAREUE,Samsung,NEW,367.19,200,ON-SITE,Samsung Galaxy Tab S10 Lite 5G 128 GB 27.7 cm (10.9 ) 6 GB Wi-Fi 6 (802.11ax) Grey
ZAFM0141PL,Lenovo,NEW,261.48,200,ON-SITE,Lenovo Idea Tab Mediatek 128 GB 27.9 cm (11 ) 8 GB Wi-Fi 5 (802.11ac) Android 15 Grey
